Cut,PD,Cand_RapCM,Cand_Rap,Cand_AbsRap,Cand_Pt,NTrack,ModelCandMass_JPsiToMuMuOS_PA8Y16,f_JPsiToMuMuOS_PA8Y16,Sigma1_JPsiToMuMuOS_PA8Y16,rSigma21_JPsiToMuMuOS_PA8Y16,AlphaR_JPsiToMuMuOS_PA8Y16,nR_JPsiToMuMuOS_PA8Y16,Alpha_JPsiToMuMuOS_PA8Y16,n_JPsiToMuMuOS_PA8Y16
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,0.0_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[8.70],[1.25],[2.28]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-2.86_-1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.4;0.0;3.0],[10.33],[1.47],[2.07]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.93_-1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.6;0.0;3.0],[7.88],[1.29],[1.98]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-1.2_-0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.5;0.9;6.0],[1.3;0.0;3.0],[7.78],[1.19],[1.74]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,-0.6_0.0,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.33;0.0;1.0],[0.030;0.010;0.050],[1.5;0.8;3.0],[1.4;0.0;3.0],[8.97],[1.10],[1.72]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.0_0.6,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.33;0.0;1.0],[0.036;0.020;0.050],[1.4;0.8;2.0],[1.4;0.0;3.0],[11.15],[1.53],[1.58]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,0.6_1.2,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.003;0.080],[1.2;0.6;3.0],[1.4;0.0;3.0],[11.88],[1.21],[1.97]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+Uniform[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev1[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev2[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev3[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev4[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev5[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
NonPromptDecay,DIMUON,1.2_1.93,NONE,NONE,6.5-50.0,15.0-250.0,GaussianAndExtCrystalBall[JPsi;Psi2S]+ExpChebychev6[Bkg],[0.6;0.0;1.0],[0.030;0.020;0.050],[1.5;0.7;2.4],[1.4;0.0;3.0],[10.44],[1.52],[1.76]
